id;prolific;main_topic
14799;100;97
14800;100;11
14801;100;86
14802;100;68
14803;100;11
14804;100;75
14805;100;19
14806;100;14
14807;100;12
14808;100;83
14809;100;70
14810;100;54
14811;100;8
14812;100;67
14813;100;22
14814;100;89
14815;100;93
14816;100;65
14817;100;87
14818;100;30
14819;100;93
14820;100;58
14821;100;81
14822;100;75
14823;100;21
14824;100;90
14825;100;51
14826;100;68
14827;100;66
14828;100;68
14829;100;62
14830;100;51
14831;100;70
14832;100;22
14833;100;66
14834;100;37
14835;100;32
14836;100;95
14837;100;95
14838;100;79
14839;100;14
14840;100;20
14841;100;56
14842;100;54
14843;100;79
14844;100;45
14845;100;72
14846;100;3
14847;100;88
14848;100;65
14849;100;96
14850;100;9
14851;100;21
14852;100;52
14853;100;48
14854;100;83
14855;100;4
14856;100;6
14857;100;40
14858;100;70
14859;100;93
14860;100;78
14861;100;26
14862;100;45
14863;100;50
14864;100;53
14865;100;42
14866;100;22
14867;100;48
14868;100;80
14869;100;56
14870;100;9
14871;100;49
14872;100;37
14873;100;1
14874;100;78
14875;100;7
14876;100;38
14877;100;50
14878;100;77
14879;100;36
14880;100;68
14881;100;70
14882;100;37
14883;100;25
14884;100;37
14885;100;22
14886;100;19
14887;100;84
14888;100;80
14889;100;95
14890;100;56
14891;100;26
14892;100;41
14893;100;82
14894;100;20
14895;100;52
14896;100;95
14897;100;87
14898;100;3
14899;100;7
14900;100;65
14901;100;46
14902;100;43
14903;100;51
14904;100;17
14905;100;9
14906;100;34
14907;100;99
14908;100;64
14909;100;84
14910;100;48
14911;100;4
14912;100;97
14913;100;26
14914;100;22
14915;100;19
14916;100;81
14917;100;77
14918;100;32
14919;100;96
14920;100;57
14921;100;33
14922;100;63
14923;100;36
14924;100;96
14925;100;34
14926;100;91
14927;100;13
14928;100;3
14929;100;75
14930;100;45
14931;100;15
14932;100;4
14933;100;18
14934;100;65
14935;100;91
14936;100;26
14937;100;72
14938;100;9
14939;100;44
14940;100;39
14941;100;10
14942;100;65
14943;100;82
14944;100;40
14945;100;51
14946;100;16
14947;100;21
14948;100;81
14949;100;98
14950;100;51
14951;100;78
14952;100;17
14953;100;28
14954;100;40
14955;100;57
14956;100;41
14957;100;79
14958;100;98
14959;100;2
14960;100;9
14961;100;11
14962;100;43
14963;100;65
14964;100;26
14965;100;3
14966;100;30
14967;100;32
14968;100;9
14969;100;88
14970;100;17
14971;100;34
14972;100;41
14973;100;87
14974;100;27
14975;100;79
14976;100;97
14977;100;46
14978;100;54
14979;100;33
14980;100;31
14981;100;60
14982;100;20
14983;100;89
14984;100;3
14985;100;47
14986;100;1
14987;100;28
14988;100;97
14989;100;3
14990;100;21
14991;100;79
14992;100;39
14993;100;21
14994;50;42
14995;50;67
14996;50;24
14997;50;68
14998;50;9
14999;50;76
15000;50;79
15001;50;65
15002;50;86
15003;50;78
15004;50;66
15005;50;30
15006;50;21
15007;50;89
15008;50;57
15009;50;32
15010;50;65
15011;50;45
15012;50;30
15013;50;4
15014;50;83
15015;50;33
15016;50;33
15017;50;57
15018;50;14
15019;50;40
15020;50;78
15021;50;13
15022;50;61
15023;50;73
15024;50;48
15025;50;68
15026;50;61
15027;50;19
15028;50;72
15029;50;39
15030;50;54
15031;50;57
15032;50;35
15033;50;78
15034;50;84
15035;50;11
15036;50;3
15037;50;91
15038;50;11
15039;50;68
15040;50;64
15041;50;54
15042;50;81
15043;50;50
15044;50;3
15045;50;97
15046;50;99
15047;50;89
15048;50;79
15049;50;90
15050;50;88
15051;50;45
15052;50;41
15053;50;18
15054;50;67
15055;50;27
15056;50;90
15057;50;14
15058;50;37
15059;50;17
15060;50;97
15061;50;36
15062;50;81
15063;50;71
15064;50;88
15065;50;48
15066;50;73
15067;50;48
15068;50;24
15069;50;26
15070;50;36
15071;50;21
15072;50;65
15073;50;13
15074;50;7
15075;50;43
15076;50;73
15077;50;63
15078;50;48
15079;50;83
15080;50;60
15081;50;33
15082;50;43
15083;50;50
15084;50;48
15085;50;2
15086;50;37
15087;50;95
15088;50;91
15089;50;78
15090;50;60
15091;50;66
15092;50;14
15093;50;92
15094;50;65
15095;50;85
15096;50;33
15097;50;28
15098;50;81
15099;50;9
15100;50;56
15101;50;32
15102;50;70
15103;50;66
15104;50;52
15105;50;86
15106;50;25
15107;50;59
15108;50;3
15109;50;19
15110;50;90
15111;50;33
15112;50;17
15113;50;34
15114;50;49
15115;50;50
15116;50;83
15117;50;4
15118;50;96
15119;50;84
15120;50;82
15121;50;95
15122;50;60
15123;50;4
15124;50;95
15125;50;24
15126;50;86
15127;50;3
15128;50;97
15129;50;33
15130;50;14
15131;50;95
15132;50;17
15133;50;95
15134;50;24
15135;50;66
15136;50;99
15137;50;84
15138;50;73
15139;50;79
15140;50;24
15141;50;88
15142;50;16
15143;50;13
15144;50;17
15145;50;70
15146;50;15
15147;50;25
15148;50;9
15149;50;40
15150;50;78
15151;50;48
15152;50;77
15153;50;39
15154;50;39
15155;50;39
15156;50;28
15157;50;31
15158;50;43
15159;50;80
15160;50;66
15161;50;50
15162;50;89
15163;50;52
15164;50;9
15165;50;49
15166;50;57
15167;50;29
15168;50;25
15169;50;80
15170;50;78
15171;50;79
15172;50;39
15173;50;45
15174;50;19
15175;50;68
15176;50;43
15177;50;12
15178;50;77
15179;50;91
15180;50;57
15181;50;52
15182;50;21
15183;50;37
15184;50;98
15185;50;56
15186;50;65
15187;50;48
15188;50;99
15189;50;70
15190;50;6
15191;50;68
15192;50;68
15193;50;48
15194;50;76
15195;50;79
15196;50;57
15197;50;71
15198;50;35
15199;50;97
15200;50;48
15201;50;51
15202;50;81
15203;50;65
15204;50;34
15205;50;21
15206;50;40
15207;50;65
15208;50;63
15209;50;24
15210;50;26
15211;50;20
15212;50;18
15213;50;95
15214;50;44
15215;50;20
15216;50;79
15217;50;84
15218;50;65
15219;50;96
15220;50;82
15221;50;38
15222;50;4
15223;50;70
15224;50;66
15225;50;65
15226;50;57
15227;50;31
15228;50;79
15229;50;51
15230;50;63
15231;50;50
15232;50;78
15233;50;34
15234;50;25
15235;50;97
15236;50;73
15237;50;11
15238;50;60
15239;50;65
15240;50;10
15241;50;92
15242;50;30
15243;50;81
15244;50;98
15245;50;19
15246;50;34
15247;50;81
15248;50;8
15249;50;38
15250;50;90
15251;50;21
15252;50;91
15253;50;40
15254;50;67
15255;50;79
15256;50;59
15257;50;64
15258;50;50
15259;50;33
15260;50;59
15261;50;58
15262;50;34
15263;50;57
15264;50;14
15265;50;65
15266;50;12
15267;50;17
15268;50;94
15269;50;9
15270;50;49
15271;50;65
15272;50;73
15273;50;78
15274;50;89
15275;50;3
15276;50;69
15277;50;55
15278;50;57
15279;50;4
15280;50;40
15281;50;13
15282;50;59
15283;50;33
15284;50;71
15285;50;9
15286;50;85
15287;50;78
15288;50;24
15289;50;65
15290;50;93
15291;50;33
15292;50;60
15293;50;20
15294;50;87
15295;50;33
15296;50;79
15297;50;18
15298;50;18
15299;50;43
15300;50;65
15301;50;26
15302;50;48
15303;50;98
15304;50;78
15305;50;58
15306;50;46
15307;50;77
15308;50;22
15309;50;94
15310;50;35
15311;50;40
15312;50;50
15313;50;54
15314;50;87
15315;50;63
15316;50;48
15317;50;22
15318;50;95
15319;50;65
15320;50;67
15321;50;76
15322;50;13
15323;50;86
15324;50;19
15325;50;87
15326;50;23
15327;50;33
15328;50;77
15329;50;26
15330;50;81
15331;50;95
15332;50;81
15333;50;47
15334;50;9
15335;50;52
15336;50;98
15337;50;78
15338;50;78
15339;50;4
15340;50;81
15341;50;10
15342;50;90
15343;50;29
15344;50;34
15345;50;26
15346;50;38
15347;50;71
15348;50;96
15349;50;51
15350;50;17
15351;50;54
15352;50;78
15353;50;76
15354;50;60
15355;50;34
15356;50;78
15357;50;65
15358;50;70
15359;50;95
15360;50;57
15361;50;48
15362;50;51
15363;50;16
15364;50;11
15365;50;42
15366;50;58
15367;50;25
15368;50;92
15369;50;19
15370;50;18
15371;50;35
15372;50;45
15373;50;51
15374;50;18
15375;50;73
15376;50;51
15377;50;3
15378;50;84
15379;50;91
15380;50;48
15381;50;33
15382;50;55
15383;50;83
15384;50;41
15385;50;91
15386;50;23
15387;50;41
15388;50;33
15389;50;20
15390;50;40
15391;50;5
15392;50;49
15393;50;23
15394;50;23
15395;50;65
15396;50;41
15397;50;66
15398;50;96
15399;50;46
15400;50;48
15401;50;20
15402;50;9
15403;50;99
15404;50;17
15405;50;4
15406;50;80
15407;50;29
15408;50;73
15409;50;99
15410;50;20
15411;50;78
15412;50;77
15413;50;56
15414;50;63
15415;50;45
15416;50;60
15417;50;28
15418;50;1
15419;50;75
15420;50;60
15421;50;26
15422;50;68
15423;50;21
15424;50;51
15425;50;31
15426;50;58
15427;50;25
15428;50;73
15429;50;53
15430;50;61
15431;50;83
15432;50;34
15433;50;19
15434;50;89
15435;50;65
15436;50;38
15437;50;18
15438;50;96
15439;50;94
15440;50;92
15441;50;67
15442;50;29
15443;50;8
15444;50;11
15445;50;90
15446;50;15
15447;50;77
15448;50;99
15449;50;79
15450;50;73
15451;50;64
15452;50;92
15453;50;71
15454;50;66
15455;50;25
15456;50;45
15457;50;96
15458;50;95
15459;50;13
15460;50;77
15461;50;65
15462;50;18
15463;50;92
15464;50;91
15465;50;33
15466;50;3
15467;50;33
15468;50;58
15469;50;33
15470;50;8
15471;50;33
15472;50;68
15473;50;43
15474;50;10
15475;50;42
15476;50;54
15477;50;1
15478;50;70
15479;50;25
15480;50;45
15481;50;37
15482;50;18
15483;50;33
15484;50;78
15485;50;9
15486;50;48
15487;50;36
15488;50;81
15489;50;1
15490;50;98
15491;50;28
15492;50;2
15493;50;54
15494;50;32
15495;50;79
15496;50;8
15497;50;70
15498;50;51
15499;50;90
15500;50;58
15501;50;70
15502;50;91
15503;50;13
15504;50;79
15505;50;49
15506;50;34
15507;50;16
15508;50;81
15509;50;72
15510;50;99
15511;50;26
15512;50;65
15513;50;69
15514;50;96
15515;50;60
15516;50;24
15517;50;39
15518;50;4
15519;50;53
15520;50;2
15521;50;11
15522;50;85
15523;50;18
15524;50;8
15525;50;11
15526;50;33
15527;50;95
15528;50;47
15529;50;95
15530;50;45
15531;50;47
15532;50;58
15533;50;81
15534;50;43
15535;50;99
15536;50;20
15537;50;34
15538;50;1
15539;50;79
15540;50;58
15541;50;3
15542;50;69
15543;50;73
15544;50;9
15545;50;87
15546;50;95
15547;50;58
15548;50;25
15549;50;69
15550;50;96
15551;50;86
15552;50;95
15553;50;41
15554;50;48
15555;50;16
15556;50;12
15557;50;96
15558;50;48
15559;50;17
15560;50;63
15561;50;52
15562;50;11
15563;50;79
15564;50;18
15565;50;71
15566;50;89
15567;50;79
15568;50;16
15569;50;98
15570;50;36
15571;50;9
15572;50;20
15573;50;74
15574;50;32
15575;50;14
15576;50;82
15577;50;33
15578;50;7
15579;50;24
15580;50;90
15581;50;76
15582;50;79
15583;50;52
15584;50;60
15585;50;60
15586;50;27
15587;50;49
15588;50;23
15589;50;3
15590;50;42
15591;50;99
15592;50;78
15593;50;79
15594;50;11
15595;50;19
15596;50;51
15597;50;87
15598;50;71
15599;50;65
15600;50;66
15601;50;83
15602;50;35
15603;50;32
15604;50;2
15605;50;17
15606;50;1
15607;50;1
15608;50;60
15609;50;34
15610;50;13
15611;50;53
15612;50;48
15613;50;3
15614;50;92
15615;50;10
15616;50;73
15617;50;9
15618;50;96
15619;50;42
15620;50;16
15621;50;73
15622;50;88
15623;50;45
15624;50;68
15625;50;78
15626;50;65
15627;50;52
15628;50;51
15629;50;30
15630;50;33
15631;50;65
15632;50;67
15633;50;28
15634;50;9
15635;50;7
15636;50;56
15637;50;80
15638;50;65
15639;50;68
15640;50;77
15641;50;79
15642;50;96
15643;50;90
15644;50;72
15645;50;69
15646;50;50
15647;50;72
15648;50;60
15649;50;17
15650;50;18
15651;50;49
15652;50;35
15653;50;42
15654;50;80
15655;50;70
15656;50;21
15657;50;87
15658;50;25
15659;50;16
15660;50;26
15661;50;90
15662;50;67
15663;50;17
15664;50;78
15665;50;4
15666;50;75
15667;50;41
15668;50;52
15669;50;34
15670;50;24
15671;50;87
15672;50;33
15673;50;95
15674;50;54
15675;50;51
15676;50;65
15677;50;90
15678;50;27
15679;50;91
15680;50;9
15681;50;68
15682;50;67
15683;50;57
15684;50;78
15685;50;57
15686;50;32
15687;50;76
15688;50;41
15689;50;26
15690;50;51
15691;50;85
15692;50;75
15693;50;51
15694;50;28
15695;50;84
15696;50;58
15697;50;87
15698;50;93
15699;50;9
15700;50;70
15701;50;16
15702;50;12
15703;50;51
15704;50;78
15705;50;39
15706;50;57
15707;50;20
15708;50;55
15709;50;61
15710;50;89
15711;50;33
15712;50;8
15713;50;74
15714;50;65
15715;50;58
15716;50;45
15717;50;31
15718;50;18
15719;50;26
15720;50;47
15721;50;45
15722;50;62
15723;50;24
15724;50;19
15725;50;48
15726;50;86
15727;50;59
15728;50;65
15729;50;6
15730;50;78
15731;50;48
15732;50;96
15733;50;4
15734;50;11
15735;50;53
15736;50;79
15737;50;17
15738;50;31
15739;50;62
15740;50;28
15741;50;56
15742;50;7
15743;50;66
15744;50;27
15745;50;27
15746;50;63
15747;50;24
15748;50;19
15749;50;53
15750;50;81
15751;50;63
15752;50;21
15753;50;87
15754;50;98
15755;50;48
15756;50;43
15757;50;56
15758;50;73
15759;50;93
15760;50;78
15761;50;39
15762;50;33
15763;50;6
15764;50;21
15765;50;3
15766;50;16
15767;50;73
15768;50;49
15769;50;98
15770;50;82
15771;50;95
15772;50;70
15773;50;25
15774;50;45
15775;50;38
15776;50;12
15777;50;21
15778;50;5
15779;50;79
15780;50;9
15781;50;65
15782;50;79
15783;50;88
15784;50;34
15785;50;90
15786;50;43
15787;50;14
15788;50;77
15789;50;99
15790;50;91
15791;50;70
15792;50;38
15793;50;78
15794;50;41
15795;50;2
15796;50;82
15797;50;18
15798;50;76
15799;50;69
15800;50;35
15801;50;45
15802;50;74
15803;50;6
15804;50;65
15805;50;79
15806;50;23
15807;50;17
15808;50;27
15809;50;86
15810;50;52
15811;50;96
15812;50;3
15813;50;45
15814;50;58
15815;50;44
15816;50;95
15817;50;77
15818;50;19
15819;50;88
15820;50;47
15821;50;10
15822;50;25
15823;50;34
15824;50;19
15825;50;95
15826;50;46
15827;50;84
15828;50;14
15829;50;70
15830;50;91
15831;50;71
15832;50;50
15833;50;79
15834;50;95
15835;50;86
15836;50;52
15837;50;35
15838;50;4
15839;50;16
15840;50;73
15841;50;7
15842;50;90
15843;50;47
15844;50;45
15845;50;19
15846;50;8
15847;50;16
15848;50;12
15849;50;31
15850;50;72
15851;50;68
15852;50;9
15853;50;1
15854;50;97
15855;50;8
15856;50;31
15857;50;96
15858;50;42
15859;50;7
15860;50;78
15861;50;53
15862;50;78
15863;50;91
15864;50;95
15865;50;3
15866;50;91
15867;50;77
15868;50;33
15869;50;75
15870;50;66
15871;50;31
15872;50;14
15873;50;39
15874;50;24
15875;50;86
15876;50;21
15877;50;79
15878;50;64
15879;50;21
15880;50;50
15881;50;52
15882;50;92
15883;50;21
15884;50;75
15885;50;1
15886;50;80
15887;50;21
15888;50;48
15889;50;45
15890;50;63
15891;50;28
15892;50;30
15893;50;87
15894;50;50
15895;50;18
15896;50;75
15897;50;50
15898;50;72
15899;50;51
15900;50;78
15901;50;19
15902;50;76
15903;50;93
15904;50;9
15905;50;24
15906;50;78
15907;50;2
15908;50;44
15909;50;97
15910;50;99
15911;50;2
15912;50;45
15913;50;21
15914;50;51
15915;50;72
15916;50;73
15917;50;87
15918;50;17
15919;50;98
15920;50;19
15921;50;66
15922;50;95
15923;50;56
15924;50;28
15925;50;65
15926;50;38
15927;50;12
15928;50;70
15929;50;87
15930;50;29
15931;50;66
15932;50;78
15933;50;50
15934;50;90
15935;50;86
15936;50;95
15937;50;65
15938;50;79
15939;50;98
15940;50;11
15941;50;33
15942;50;18
15943;50;48
15944;50;89
15945;50;37
15946;50;68
15947;50;35
15948;50;90
15949;50;31
15950;50;35
15951;50;53
15952;50;79
15953;50;79
15954;50;14
15955;50;62
15956;50;70
15957;50;72
15958;50;45
15959;50;31
15960;50;48
15961;50;9
15962;50;89
15963;50;17
15964;50;50
15965;50;81
15966;50;71
15967;50;66
15968;50;19
15969;50;91
15970;50;82
15971;50;18
15972;50;19
15973;50;85
15974;50;19
15975;50;3
15976;50;43
15977;50;48
15978;50;2
15979;50;65
15980;50;69
15981;50;65
15982;50;35
15983;50;7
15984;50;44
15985;50;49
15986;50;91
15987;50;34
15988;50;79
15989;50;23
15990;50;18
15991;50;3
15992;50;32
15993;50;25
15994;50;66
15995;50;20
15996;50;9
15997;50;65
15998;50;31
15999;50;51
16000;50;60
16001;50;82
16002;50;3
16003;50;9
16004;50;24
16005;50;87
16006;50;36
16007;50;39
16008;50;20
16009;50;29
16010;50;48
16011;50;37
16012;50;79
16013;50;62
16014;50;13
16015;50;76
16016;50;3
16017;50;86
16018;50;2
16019;50;43
16020;50;12
16021;50;96
16022;50;24
16023;50;13
16024;50;63
16025;50;57
16026;50;25
16027;50;75
16028;50;4
16029;50;88
16030;50;9
16031;50;96
16032;50;61
16033;50;3
16034;50;17
16035;50;86
16036;50;67
16037;50;58
16038;50;63
16039;50;3
16040;50;26
16041;50;2
16042;50;25
16043;50;45
16044;50;84
16045;50;51
16046;50;14
16047;50;32
16048;50;51
16049;50;50
16050;50;98
16051;50;53
16052;50;96
16053;50;26
16054;50;97
16055;50;45
16056;50;2
16057;50;93
16058;50;28
16059;50;22
16060;50;31
16061;50;23
16062;50;75
16063;50;3
16064;50;95
16065;50;29
16066;50;42
16067;50;74
16068;50;70
16069;50;29
16070;50;28
16071;50;64
16072;50;81
16073;50;4
16074;50;68
16075;50;90
16076;50;2
16077;50;9
16078;50;73
16079;50;15
16080;50;73
16081;50;79
16082;50;33
16083;50;73
16084;50;77
16085;50;17
16086;50;90
16087;50;12
16088;50;48
16089;50;65
16090;50;35
16091;50;84
16092;50;13
16093;50;80
16094;50;92
16095;50;85
16096;50;98
16097;50;82
16098;50;17
16099;50;19
16100;50;4
16101;50;39
16102;50;21
16103;50;19
16104;50;95
16105;50;87
16106;50;51
16107;50;40
16108;50;98
16109;50;39
16110;50;86
16111;50;96
16112;50;78
16113;50;81
16114;50;50
16115;50;29
16116;50;81
16117;50;70
16118;50;38
16119;50;19
16120;50;2
16121;50;92
16122;50;45
16123;50;33
16124;50;79
16125;50;39
16126;50;65
16127;50;35
16128;50;55
16129;50;16
16130;50;18
16131;50;22
16132;50;55
16133;50;82
16134;50;48
16135;50;19
16136;50;37
16137;50;70
16138;50;60
16139;50;48
16140;50;25
16141;50;9
16142;50;43
16143;50;31
16144;50;86
16145;50;96
16146;50;38
16147;50;66
16148;50;65
16149;50;11
16150;50;65
16151;50;73
16152;50;48
16153;50;1
16154;50;80
16155;50;16
16156;50;87
16157;50;21
16158;50;19
16159;50;4
16160;50;83
16161;50;26
16162;50;65
16163;50;5
16164;50;18
16165;50;9
16166;50;58
16167;50;85
16168;50;48
16169;50;75
16170;50;93
16171;50;57
16172;50;94
16173;50;68
16174;50;7
16175;50;84
16176;50;71
16177;50;89
16178;50;50
16179;50;71
16180;50;79
16181;50;33
16182;50;48
16183;50;33
16184;50;76
16185;50;1
16186;50;33
16187;50;6
16188;50;87
16189;50;68
16190;50;40
16191;50;76
16192;50;68
16193;50;6
16194;50;48
16195;50;65
16196;50;95
16197;50;66
16198;50;95
16199;50;25
16200;50;62
16201;50;54
16202;50;90
16203;50;47
16204;50;30
16205;50;42
16206;50;31
16207;50;68
16208;50;86
16209;50;68
16210;50;3
16211;50;35
16212;50;82
16213;50;14
16214;50;46
16215;50;39
16216;50;40
16217;50;80
16218;50;6
16219;50;87
16220;50;17
16221;50;26
16222;50;14
16223;50;36
16224;50;65
16225;50;26
16226;50;13
16227;50;21
16228;50;65
16229;50;55
16230;50;44
16231;50;90
16232;50;39
16233;50;2
16234;50;3
16235;50;68
16236;50;33
16237;50;35
16238;50;5
16239;50;27
16240;50;94
16241;50;52
16242;50;12
16243;50;13
16244;50;48
16245;50;49
16246;50;82
16247;50;34
16248;50;96
16249;50;9
16250;50;79
16251;50;1
16252;50;96
16253;50;9
16254;50;64
16255;50;97
16256;50;96
16257;50;58
16258;50;26
16259;50;12
16260;50;59
16261;50;63
16262;50;30
16263;50;28
16264;50;18
16265;50;49
16266;50;9
16267;50;58
16268;50;19
16269;50;90
16270;50;29
16271;50;42
16272;50;45
16273;50;77
16274;50;79
16275;50;47
16276;50;87
16277;50;97
16278;50;3
16279;50;75
16280;50;94
16281;50;45
16282;50;4
16283;50;54
16284;50;18
16285;50;65
16286;50;18
16287;50;9
16288;50;12
16289;50;38
16290;50;43
16291;50;2
16292;50;26
16293;50;87
16294;50;16
16295;50;32
16296;50;85
16297;50;59
16298;50;94
16299;50;51
16300;50;61
16301;50;79
16302;50;33
16303;50;33
16304;50;32
16305;50;78
16306;50;23
16307;50;1
16308;50;94
16309;50;78
16310;50;76
16311;50;85
16312;50;53
16313;50;73
16314;50;4
16315;50;27
16316;50;63
16317;50;24
16318;50;83
16319;50;73
16320;50;91
16321;50;95
16322;50;40
16323;50;72
16324;50;58
16325;50;65
16326;50;21
16327;50;51
16328;50;44
16329;50;89
16330;50;28
16331;50;95
16332;50;89
16333;50;15
16334;50;35
16335;50;67
16336;50;30
16337;50;79
16338;50;71
16339;50;79
16340;50;39
16341;50;4
16342;50;48
16343;50;65
16344;50;45
16345;50;74
16346;50;92
16347;50;70
16348;50;67
16349;50;2
16350;50;79
16351;50;57
16352;50;40
16353;50;35
16354;50;72
16355;50;95
16356;50;18
16357;50;69
16358;50;58
16359;50;36
16360;50;6
16361;50;22
16362;50;9
16363;50;32
16364;50;61
16365;50;51
16366;50;25
16367;50;3
16368;50;84
16369;50;8
16370;50;33
16371;50;58
16372;50;23
16373;50;61
16374;50;45
16375;50;76
16376;50;74
16377;50;10
16378;50;84
16379;50;25
16380;50;22
16381;50;71
16382;50;86
16383;50;36
16384;50;14
16385;50;35
16386;50;10
16387;50;45
16388;50;32
16389;50;83
16390;50;68
16391;50;12
16392;50;45
16393;50;31
16394;50;97
16395;50;39
16396;50;4
16397;50;87
16398;50;76
16399;50;48
16400;50;68
16401;50;70
16402;50;63
16403;50;69
16404;50;92
16405;50;82
16406;50;16
16407;50;69
16408;50;76
16409;50;43
16410;50;43
16411;50;94
16412;50;48
16413;50;35
16414;50;70
16415;50;68
16416;50;96
16417;50;88
16418;50;34
16419;50;33
16420;50;18
16421;50;68
16422;50;14
16423;50;96
16424;50;45
16425;50;54
16426;50;93
16427;50;34
16428;50;92
16429;50;63
16430;50;91
16431;50;21
16432;50;76
16433;50;71
16434;50;89
16435;50;55
16436;50;15
16437;50;69
16438;50;18
16439;50;9
16440;50;93
16441;50;45
16442;50;21
16443;50;88
16444;50;49
16445;50;73
16446;50;3
16447;50;90
16448;50;51
16449;50;50
16450;50;46
16451;50;52
16452;50;21
16453;50;13
16454;50;76
16455;50;90
16456;50;75
16457;50;17
16458;50;48
16459;50;38
16460;50;44
16461;50;77
16462;50;17
16463;50;37
16464;50;99
16465;50;39
16466;50;99
16467;50;43
16468;50;27
16469;50;19
16470;50;52
16471;50;68
16472;50;56
16473;50;34
16474;50;9
16475;50;7
16476;50;84
16477;50;2
16478;50;18
16479;50;68
16480;50;45
16481;50;46
16482;50;52
16483;50;99
16484;50;49
16485;50;33
16486;50;94
16487;50;94
16488;50;45
16489;50;50
16490;50;74
16491;50;74
16492;50;10
16493;50;27
16494;50;91
16495;50;96
16496;50;50
16497;50;22
16498;50;95
16499;50;60
16500;50;46
16501;50;17
16502;50;7
16503;50;4
16504;50;31
16505;50;47
16506;50;63
16507;50;51
16508;50;57
16509;50;43
16510;50;10
16511;50;8
16512;50;67
16513;50;45
16514;50;17
16515;50;73
16516;50;76
16517;50;51
16518;50;24
16519;50;57
16520;50;19
16521;50;45
16522;50;81
16523;50;93
16524;50;60
16525;50;76
16526;50;79
16527;50;79
16528;50;78
16529;50;35
16530;50;9
16531;50;35
16532;50;47
16533;50;93
16534;50;76
16535;50;88
16536;50;96
16537;50;26
16538;50;53
16539;50;89
16540;50;37
16541;50;89
16542;50;9
16543;50;58
16544;50;83
16545;50;31
16546;50;45
16547;50;74
16548;50;46
16549;50;28
16550;50;44
16551;50;1
16552;50;36
16553;50;3
16554;50;36
16555;50;71
16556;50;66
16557;50;69
16558;50;96
16559;50;23
16560;50;84
16561;50;61
16562;50;33
16563;50;91
16564;50;39
16565;50;36
16566;50;61
16567;50;17
16568;50;96
16569;50;52
16570;50;14
16571;50;14
16572;50;99
16573;50;21
16574;50;3
16575;50;42
16576;50;22
16577;50;45
16578;50;58
16579;50;17
16580;50;18
16581;50;21
16582;50;21
16583;50;52
16584;50;59
16585;50;94
16586;50;98
16587;50;4
16588;50;35
16589;50;92
16590;50;78
16591;50;31
16592;50;97
16593;50;39
16594;50;12
16595;50;96
16596;50;91
16597;50;33
16598;50;28
16599;50;78
16600;50;34
16601;50;60
16602;50;34
16603;50;62
16604;50;73
16605;50;94
16606;50;57
16607;50;30
16608;50;6
16609;50;65
16610;50;3
16611;50;14
16612;50;22
16613;50;19
16614;50;64
16615;50;24
16616;50;71
16617;50;93
16618;50;73
16619;50;3
16620;50;1
16621;50;78
16622;50;23
16623;50;34
16624;50;6
16625;50;95
16626;50;57
16627;50;13
16628;50;53
16629;50;85
16630;50;47
16631;50;23
16632;50;51
16633;50;98
16634;50;50
16635;50;33
16636;50;95
16637;50;60
16638;50;58
16639;50;24
16640;50;26
16641;50;19
16642;50;51
16643;50;20
16644;50;93
16645;50;53
16646;50;66
16647;50;79
16648;50;53
16649;50;4
16650;50;2
16651;50;65
16652;50;94
16653;50;3
16654;50;66
16655;50;93
16656;50;60
16657;50;95
16658;50;60
16659;50;53
16660;50;66
16661;50;40
16662;50;65
16663;50;18
16664;50;48
16665;50;96
16666;50;51
16667;50;21
16668;50;40
16669;50;73
16670;50;70
16671;50;87
16672;50;57
16673;50;10
16674;50;9
16675;50;3
16676;50;3
16677;50;62
16678;50;33
16679;50;41
16680;50;69
16681;50;53
16682;50;17
16683;50;16
16684;50;77
16685;50;76
16686;50;10
16687;50;24
16688;50;77
16689;50;23
16690;50;6
16691;50;68
16692;50;76
16693;50;63
16694;50;2
16695;50;90
16696;50;36
16697;50;51
16698;50;21
16699;50;75
16700;50;9
16701;50;78
16702;50;92
16703;50;34
16704;50;50
16705;50;76
16706;50;71
16707;50;65
16708;50;25
16709;50;36
16710;50;72
16711;50;52
16712;50;48
16713;50;14
16714;50;9
16715;50;33
16716;50;29
16717;50;15
16718;50;48
16719;50;81
16720;50;33
16721;50;75
16722;50;2
16723;50;45
16724;50;70
16725;50;27
16726;50;58
16727;50;90
16728;50;73
16729;50;51
16730;50;44
16731;50;63
16732;50;22
16733;50;50
16734;50;95
16735;50;15
16736;50;77
16737;50;95
16738;50;7
16739;50;28
16740;50;18
16741;50;22
16742;50;19
16743;50;18
16744;50;42
16745;50;36
16746;50;24
16747;50;42
16748;50;17
16749;50;95
16750;50;95
16751;50;40
16752;50;50
16753;50;14
16754;50;99
16755;50;79
16756;50;10
16757;50;29
16758;50;65
16759;50;27
16760;50;9
16761;50;21
16762;50;31
16763;50;10
16764;50;46
16765;50;3
16766;50;68
16767;50;97
16768;50;4
16769;50;33
16770;50;23
16771;50;56
16772;50;34
16773;50;62
16774;50;59
16775;50;56
16776;50;97
16777;50;94
16778;50;79
16779;50;28
16780;50;40
16781;50;31
16782;50;33
16783;50;59
16784;50;10
16785;50;69
16786;50;76
16787;50;85
16788;50;38
16789;50;12
16790;50;58
16791;50;8
16792;50;4
16793;50;48
16794;50;95
16795;50;98
16796;50;13
